estado,municipio,juntas,income2020,calculo_ind,pob_tot,pob_ind,pob_no_ind,no_esp,por,por_ind,por_no_ind,por_no_esp,lat,lon,alt,pob,pob_male,pob_female,houses,ext,porcentaje_ext,densidad,localidades
15 México,055 Mexicaltzingo,,45588.24177,m,13137,629,12500,8,1,0.048,0.952,0.001,19.209893,-99.581856,2596.75,13807,6753,7054,3305,11.71899339,0.000524299,1178.172864,4
15 México,056 Morelos,,33667.42328,m,31180,22752,8369,59,1,0.73,0.268,0.002,19.74607255,-99.64689917,2746.531915,33164,15955,17187,8174,235.7576961,0.010547615,140.6698511,47
15 México,057 Naucalpan de Juárez,,64942.9392,m,803000,99559,699801,3640,1,0.124,0.871,0.005,19.46421467,-99.32694605,2697.5,834434,402492,431936,240246,157.9003229,0.007064337,5284.561707,57
15 México,059 Nextlalpan,,39304.2796,m,54395,8805,45512,78,1,0.162,0.837,0.001,19.73048539,-99.085429,2241.071429,57082,27980,29088,15855,54.70221239,0.002447334,1043.504412,21
15 México,058 Nezahualcóyotl,,48521.91649,m,1034812,84277,943731,6804,1,0.081,0.912,0.007,19.423385,-99.01599525,2242,1072784,515737,557047,298002,63.26704122,0.002830518,17026.36917,5
15 México,060 Nicolás Romero,,44408.84111,m,413035,73251,338933,851,1,0.177,0.821,0.002,19.64015707,-99.37785336,2580.844444,430601,209774,220827,114782,232.5334972,0.010403367,1851.780519,45
15 México,061 Nopaltepec,,43918.64428,m,9838,152,9662,24,1,0.015,0.982,0.002,19.80451923,-98.70978477,2418,10351,5087,5260,2888,82.62442204,0.003696552,125.2777296,7
15 México,062 Ocoyoacac,,47893.16113,m,68754,22358,46274,122,1,0.325,0.673,0.002,19.27296829,-99.43624629,2749.170732,72103,35218,36882,17339,138.7046046,0.006205536,519.8313366,37
15 México,063 Ocuilan,,29129.62364,m,34139,4361,29768,10,1,0.128,0.872,0,18.98978838,-99.4093274,2299.8,36223,17644,18578,8791,385.8574445,0.017262961,93.87663893,50
15 México,065 Otumba,,44299.35314,m,33588,1348,32177,63,1,0.04,0.958,0.002,19.67159663,-98.75062356,2457.583333,36331,17271,18122,9312,141.9114248,0.006349006,256.0118049,42
15 México,066 Otzoloapan,,26726.4994,c,4578,11,4567,0,1,0.002,0.998,0,19.11364133,-100.3327003,1243.75,4891,2377,2471,1272,153.6722263,0.006875176,31.8274819,29
15 México,067 Otzolotepec,,33410.19865,m,84296,31073,53019,204,1,0.369,0.629,0.002,19.43663768,-99.54203287,2675.052632,88783,43446,45335,20537,114.5319694,0.005124071,775.1809424,38
15 México,068 Ozumba,,39578.04172,m,28821,4109,24675,37,1,0.143,0.856,0.001,19.006339,-98.81015821,2209.263158,30785,14744,16026,7270,47.38025974,0.002119756,649.7431666,18
15 México,069 Papalotla,,31482.05959,c,4627,710,3916,1,1,0.153,0.846,0,19.55893133,-98.85714667,2255.666667,4862,2335,2519,1234,3.16158552,0.000141447,1537.835991,3
15 México,071 Polotitlán,,42404.77919,m,14156,4426,9702,28,1,0.313,0.685,0.002,20.21991828,-99.82231279,2319.655172,14985,7326,7653,4020,126.6895449,0.005667991,118.2812679,29
15 México,072 Rayón,,40091.28719,m,15290,932,14335,23,1,0.061,0.938,0.002,19.136649,-99.57421233,2591,15972,7747,8222,3773,22.98708462,0.001028424,694.8249534,9
15 México,073 San Antonio la Isla,,43993.98766,m,30611,4558,26029,24,1,0.149,0.85,0.001,19.17380729,-99.55760943,2584.142857,31962,15421,16541,8524,25.29962771,0.001131886,1263.338748,6
15 México,074 San Felipe del Progreso,,31191.90879,m,135970,106401,29384,185,1,0.783,0.216,0.001,19.66068789,-99.98074293,2698.451923,144924,69328,75596,32830,368.6810052,0.016494501,393.0877858,104
15 México,124 San José del Rincón,,26005.17351,m,93116,82029,10679,408,1,0.881,0.115,0.004,19.62511589,-100.1318235,2815.937931,100082,49033,51049,21815,478.5050604,0.021407943,209.1555728,145
15 México,075 San Martín de las Pirámides,,43610.94093,m,27877,452,27297,128,1,0.016,0.979,0.005,19.71697667,-98.83032181,2368.619048,29182,14258,14910,7703,69.94068202,0.003129092,417.2392827,20
15 México,076 San Mateo Atenco,,48624.82785,m,92420,12277,79864,279,1,0.133,0.864,0.003,19.264167,-99.529722,2573,88734,43263,45471,20674,20.98351848,0.000938786,4642.59605,3
15 México,077 San Simón de Guerrero,,30752.07383,m,6301,41,6250,10,1,0.007,0.992,0.002,18.97915517,-100.037851,1951.206897,6692,3249,3435,1719,130.772165,0.005850645,51.17296943,27
15 México,078 Santo Tomás,,29251.20959,m,9120,13,9090,17,1,0.001,0.997,0.002,19.17914328,-100.2847353,1417,9729,4836,4893,2631,107.6619998,0.004816714,90.36614604,36
15 México,079 Soyaniquilpan de Juárez,,37708.4746,m,13698,2548,11103,47,1,0.186,0.811,0.003,20.03920119,-99.49404813,2370.8125,14323,7103,7220,3964,146.5867705,0.006558178,97.71004539,16
15 México,080 Sultepec,,28129.75358,m,22626,388,22130,108,1,0.017,0.978,0.005,18.75024133,-99.98184098,1730.3,24145,11438,12707,6187,566.1456356,0.025328914,42.64803698,80
15 México,081 Tecámac,,52193.23662,m,530094,28479,500546,1069,1,0.054,0.944,0.002,19.72216672,-98.96915152,2280.944444,547503,265510,281965,164401,156.8655734,0.007018043,3490.268694,48
15 México,082 Tejupilco,,33187.97901,m,74429,1345,72649,435,1,0.018,0.976,0.006,18.86191142,-100.2307026,1206.891304,79282,37975,41253,19860,668.4086193,0.02990408,118.6130725,156
15 México,083 Temamatla,,39603.42999,m,13390,673,12639,78,1,0.05,0.944,0.006,19.1993437,-98.87529144,2275.666667,14130,6917,7193,3731,29.23803544,0.001308087,483.274604,21
15 México,084 Temascalapa,,34139.91054,m,41622,5392,36077,153,1,0.13,0.867,0.004,19.81470962,-98.87941876,2387.206897,43593,21374,22219,11583,164.6135685,0.007364683,264.8202113,26
15 México,085 Temascalcingo,,36808.95601,m,62618,42565,19795,258,1,0.68,0.316,0.004,19.91484794,-100.0314729,2508.283582,66414,31897,34517,17314,356.2389012,0.015937851,186.4310713,66
15 México,086 Temascaltepec,,29021.39365,m,32925,6149,26693,83,1,0.187,0.811,0.003,19.06463712,-99.98667277,2305.257576,35014,17180,17823,8633,568.3090838,0.025425705,61.61083994,65
15 México,087 Temoaya,,31678.59044,m,100137,59943,39718,476,1,0.599,0.397,0.005,19.47095563,-99.59842402,2717.890625,105766,51519,54229,24081,186.3407262,0.008336739,567.5946539,64
15 México,088 Tenancingo,,36573.64463,m,97180,12797,83915,468,1,0.132,0.864,0.005,18.96073446,-99.57557008,2135.983607,104677,51216,53450,25577,164.6443984,0.007366062,635.7762609,61
15 México,089 Tenango del Aire,,38713.50019,m,10845,210,10626,9,1,0.019,0.98,0.001,19.16151916,-98.86061208,2370.88,11359,5528,5778,2877,37.95730482,0.00169818,299.2572854,20
15 México,090 Tenango del Valle,,33554.23965,m,84893,28192,56512,189,1,0.332,0.666,0.002,19.08404531,-99.60477986,2708.54902,90518,44490,46028,21106,211.0596239,0.009442643,428.8740703,51
15 México,091 Teoloyucan,,45662.16666,m,62226,1403,60333,490,1,0.023,0.97,0.008,19.76024733,-99.18137067,2255.666667,65459,31939,33520,16143,31.04825783,0.001389075,2108.298648,6
15 México,092 Teotihuacán,,46746.13023,m,56028,4008,51834,186,1,0.072,0.925,0.003,19.6888647,-98.870808,2304.875,58507,28190,30307,15800,83.19849717,0.003722236,703.2218368,29
15 México,093 Tepetlaoxtoc,,45420.51976,m,30908,5598,25215,95,1,0.181,0.816,0.003,19.56735938,-98.7954645,2443,32564,15887,16649,8425,178.914829,0.00800451,182.0083901,34
15 México,094 Tepetlixpa,,38729.61497,m,19466,580,18812,74,1,0.03,0.966,0.004,19.00615484,-98.83042708,2190.96,20500,9934,10544,5120,43.12444854,0.001929354,475.3683976,22
15 México,095 Tepotzotlán,,56538.25515,m,98980,12427,86503,50,1,0.126,0.874,0.001,19.71596795,-99.28270493,2358.928571,103696,50705,52986,27121,207.1209327,0.009266429,500.6543698,42
15 México,096 Tequixquiac,,41629.68826,m,37837,4058,33754,25,1,0.107,0.892,0.001,19.91167986,-99.12459686,2256.928571,39489,19328,20159,10664,122.4707757,0.005479247,322.4361059,14
15 México,097 Texcaltitlán,,34447.83396,m,17302,422,16829,51,1,0.024,0.973,0.003,18.9397128,-99.93790206,2529.457143,18482,8943,9533,4588,145.4566378,0.006507617,127.0619223,35
15 México,098 Texcalyacac,,35341.09397,m,5443,1989,3442,12,1,0.365,0.632,0.002,19.1343192,-99.5016206,2584.4,5736,2821,2915,1450,24.7302895,0.001106414,231.9422908,5
15 México,099 Texcoco,,52435.51478,m,261150,14976,245697,477,1,0.057,0.941,0.002,19.4928824,-98.86583386,2315.068627,277562,134927,142606,72119,428.1108815,0.019153347,648.3413807,98
15 México,100 Tezoyuca,,32527.77383,m,44919,3985,40859,75,1,0.089,0.91,0.002,19.59279107,-98.92416907,2246.785714,47044,23237,23807,12205,16.29663669,0.000729099,2886.730612,14
15 México,101 Tianguistenco,,41162.69886,m,79476,11900,67262,314,1,0.15,0.846,0.004,19.16490455,-99.44769318,2692.657895,84259,40847,43412,20106,131.7785632,0.00589567,639.3983814,36
15 México,102 Timilpan,,43250.80168,m,15648,7796,7831,21,1,0.498,0.5,0.001,19.88049833,-99.72506356,2677,16414,7861,8553,4487,166.7418251,0.007459899,98.43960859,27
15 México,103 Tlalmanalco,,45649.1354,m,47018,2728,44049,241,1,0.058,0.937,0.005,19.19725043,-98.79268439,2481.795918,49196,23538,25573,12823,160.1730866,0.007166019,307.1427358,37
15 México,104 Tlalnepantla de Baz,,69464.81358,m,642038,60390,577744,3904,1,0.094,0.9,0.006,19.5600232,-99.131272,2373.4,672202,327017,345185,199839,80.35054302,0.003594821,8365.867544,5
15 México,105 Tlatlaya,,27108.66047,m,29776,955,28772,49,1,0.032,0.966,0.002,18.56201585,-100.2489927,877.4611111,31762,15593,16108,8562,788.5893375,0.035280872,40.27698384,165
15 México,106 Toluca,,56210.25615,m,870461,225741,641466,3254,1,0.259,0.737,0.004,19.33077718,-99.6556989,2659.782609,910608,439157,471423,239805,426.8105723,0.019095172,2133.51791,111
15 México,125 Tonanitla,,38510.8373,m,14254,2020,12167,67,1,0.142,0.854,0.005,19.68450757,-99.05812514,2245.142857,14883,7247,7627,3958,9.03661086,0.000404291,1646.967013,7
15 México,107 Tonatico,,40447.46903,m,12247,1413,10798,36,1,0.115,0.882,0.003,18.78769426,-99.64950437,1640.368421,12912,6235,6677,3604,90.15150509,0.004033308,143.2255622,18
15 México,108 Tultepec,,48492.0295,m,150673,13448,136806,419,1,0.089,0.908,0.003,19.67919688,-99.117293,2247,157645,77129,80510,42777,26.76944729,0.001197644,5888.989724,17
15 México,109 Tultitlán,,55045.54493,m,496438,29013,463705,3720,1,0.058,0.934,0.007,19.62983683,-99.14072425,2283.333333,516341,251638,264703,145961,66.03601365,0.0029544,7819.081914,12
